4510;Equipo;Equipo durante el período seleccionado;Posición específica;Edad;Valor de mercado (Transfermarkt);Vencimiento contrato;Partidos jugados;Minutos jugados;Goles;xG;Asistencias;xA;Duelos/90;Duelos ganados, %;País de nacimiento;Pasaporte;Pie;Altura;Peso;En prestamo;Acciones defensivas realizadas/90;Duelos defensivos/90;Duelos defensivos ganados, %;Duelos aéreos en los 90;Duelos aéreos ganados, %;Entradas/90;Posesión conquistada después de una entrada;Tiros interceptados/90;Interceptaciones/90;Posesión conquistada después de una interceptación;Faltas/90;Tarjetas amarillas;Tarjetas amarillas/90;Tarjetas rojas;Tarjetas rojas/90;Acciones de ataque exitosas/90;Goles/90;Goles (excepto los penaltis);Goles, excepto los penaltis/90;xG/90;Goles de cabeza;Goles de cabeza/90;Remates;Remates/90;Tiros a la portería, %;Goles hechos, %;Asistencias/90;Centros/90;Precisión centros, %;Centros desde la banda izquierda/90;Precisión centros desde la banda izquierda, %;Centros desde la banda derecha/90;Precisión centros desde la banda derecha, %;Centros al área pequeña/90;Regates/90;Regates realizados, %;Duelos atacantes/90;Duelos atacantes ganados, %;Toques en el área de penalti/90;Carreras en progresión/90;Aceleraciones/90;Pases largos recibidos/90;Faltas recibidas/90;Pases/90;Precisión pases, %;Pases hacia adelante/90;Precisión pases hacia adelante, %;Pases hacia atrás/90;Precision pases hacia atrás, %;Pases laterales/90;Precisión pases laterales, %;Pases cortos / medios /90;Precisión pases cortos / medios, %;Pases largos/90;Precisión pases largos, %;Longitud media pases, m;Longitud media pases largos, m;xA/90;Asistencias/90;Second assists/90;Third assists/90;Desmarques/90;Precisión desmarques, %;Jugadas claves/90;Pases en el último tercio/90;Precisión pases en el último tercio, %;Pases al área de penalti/90;Pases hacía el área pequeña, %;Pases en profundidad/90;Precisión pases en profundidad, %;Ataque en profundidad/90;Centros desde el último tercio/90;Pases progresivos/90;Precisión pases progresivos, %;Tiros libres/90;Tiros libres directos/90;Tiros libres directos, %;Córneres/90;Penaltis a favor;Penaltis realizados, %
Ignasi Vilarrasa;Huesca;Huesca;LB, LWB;24;400000;2024-06-30;26;1802;3;1,69;0;0,86;11,72;50,22;Spain;Spain;izquierdo;183;81;no;6,83;5,99;61,4;1,42;33,33;0,16;0,18;0,16;3;3,45;0,47;1;0,05;0;0;1,79;0,15;3;0,16;0,09;0;0;16;0,84;50;18,75;0;2,58;28,57;2,42;28,26;0,16;33,33;0,26;1,21;47,83;3,05;41,38;1,26;0,89;0,21;1;0,32;30,07;76,92;12,46;67,93;5,1;98,97;8,25;77,71;23,08;88,15;4,47;47,06;21,51;33,2;0,05;0,53;0,05;0;0,16;33,33;0,05;3,68;55,71;2,42;45,65;0,21;25;0,32;0,74;6,73;73,44;0,95;0,21;25;0,74;0;0
Iván Martos;Huesca;Huesca;LB, LCB;26;400000;2024-06-30;18;1184;0;1,23;0;0,24;16,78;62,25;Spain;Spain;izquierdo;183;68;no;10,12;7,73;72,34;3,04;54,05;0,25;0,31;0,25;4,28;5,42;1,23;3;0,23;0;0;0,82;0;0;0;0,1;0;0;7;0,58;14,29;0;0;1,4;23,53;1,32;25;0,08;0;0,16;0,74;55,56;2,55;45,16;0,66;0,74;0,16;0,41;0,74;36,53;72,75;17,85;63,13;2,71;78,79;12,01;89,04;29,04;82,15;6,17;38,67;19,14;28,46;0,02;0,16;0;0;0,08;0;0,08;5,18;44,44;1,73;28,57;0,82;30;0,16;0,41;8,23;54;0;0;0;0;0;0
V. Zagaritis;Parma;Parma;LB;22;400000;2024-06-30;8;468;0;0;0;0,82;18,46;40,63;Greece;Greece;izquierdo;178;68;no;9,42;7,31;57,89;1,73;44,44;0,96;1,15;0,19;4,23;5,08;1,15;4;0,77;0;0;3,27;0;0;0;0;0;0;0;0;0;0;0;5;34,62;5;34,62;0;0;0,58;3,08;50;7,88;31,71;0,58;1,54;0,38;3,08;0,58;35,96;77,01;13,65;73,24;5,77;93,33;10,38;77,78;26,92;88,57;4,04;52,38;17,34;20,66;0,16;0,77;0,19;0;0;0;0,77;4,04;80,95;4,23;45,45;0;0;0,38;1,73;6,73;71,43;0;0;0;0;0;0
Heron;CRB;CRB;LCB, LB;23;400000;2024-12-31;32;2718;0;0,84;0;0,74;15,07;59,56;Brazil;Brazil;izquierdo;186;78;si;6,89;5,26;64,78;5,1;62,34;0,13;0,2;0,33;3,34;5,1;1,32;8;0,26;0;0;1,09;0;0;0;0,03;0;0;7;0,23;42,86;0;0;0,93;60,71;0,86;61,54;0,07;50;0,03;0,79;54,17;2,28;46,38;0,53;1,16;0,3;0,73;1,03;38,21;81,63;16,29;66,06;3,18;94,79;14,01;95,04;31,13;90,74;6,29;39,47;21,63;37,65;0,02;0,23;0;0,03;0,03;0;0,07;6,46;55,9;1,06;50;0,33;20;0,23;0,43;7,09;65,42;0;0;0;0;0;0
L. Abanda;OFI;OFI;LWB, LB, LAMF;23;400000;2024-06-30;22;1507;2;0,49;6;4,87;13,44;45,78;France;France, Cameroon;izquierdo;180;72;no;6,69;6,03;52,48;1,91;31,25;0,06;0,09;0,06;3,46;5,29;1,73;6;0,36;0;0;4,12;0,12;2;0,12;0,03;0;0;11;0,66;45,45;18,182;0,36;6,99;35,9;6,51;36,7;0,48;25;0,36;2,03;55,88;4,18;42,86;1,31;1,55;0,66;2,21;0,84;36,19;71,78;11,65;70,77;6,03;95,05;12,12;67,98;26,58;84,27;3,52;42,37;20,45;35,56;0,29;2,09;0;0;0,24;75;0,96;3,94;72,73;5,67;48,42;0,48;62,5;0,84;2,33;8;79,1;1,02;0;0;1,31;0;0
Saúl García;Racing Santander;Racing Santander;LB;29;400000;2024-06-30;22;2011;0;0,29;3;3,07;14,46;53,56;Spain;Spain;izquierdo;183;75;no;9,09;7,03;58,6;2,06;65,22;0,13;0,17;0,18;4,83;5,94;0,94;5;0,22;0;0;1,75;0;0;0;0,01;0;0;4;0,18;25;0;0,13;3,71;30,12;3,45;28,57;0,27;50;0,36;1,16;50;3,54;43,04;0,54;0,72;0,04;1,21;0,67;37,41;74,4;13,92;67,2;5,42;95,04;11,05;73,68;28,82;84,47;5,01;50;20,61;34,03;0,14;0,94;0,04;0;0,04;0;0,49;3,45;62,34;3,27;39,73;0,36;25;0,31;1,07;8,64;62,18;0,31;0;0;1,03;0;0
S. Ring;Amiens SC;Amiens SC;LB;28;400000;2024-06-30;11;896;0;0;0;0,32;14,87;57,43;Sweden;Sweden;izquierdo;178;74;no;9,44;7,53;64;2,31;52,17;0,3;0,36;0,3;4,32;5,2;1,31;3;0,3;0;0;1,81;0;0;0;0;0;0;0;0;0;0;0;1,71;35,29;1,61;37,5;0;0;0,1;1,41;71,43;3,21;53,13;0,4;1,41;1,21;1;1,31;37,57;80,21;14,77;69,39;5,52;94,55;9,64;81,25;32,34;87,58;3,52;34,29;17,18;29,61;0,03;0,4;0;0;0,4;50;0,1;4,72;57,45;2,51;44;0,4;50;0,3;0,8;6,93;72,46;0;0;0;0;0;0
G. Giorbelidze;Vojvodina;Vojvodina;LB;27;400000;2024-06-30;13;1117;0;0,03;0;0,91;23,29;55,02;Georgia;Georgia;izquierdo;174;71;no;11,12;9,59;64,71;1,77;59,09;0,48;0,75;0,24;4,43;6,88;1,53;2;0,16;1;0,08;2,58;0;0;0;0;0;0;1;0,08;0;0;0;2,82;25,71;2,82;25,71;0;0;0,32;3,3;56,1;9,1;45,13;0,81;1,45;0,4;1,13;1,93;35,45;74,55;12,65;64,97;6,45;95;9,43;70,94;27,88;86,13;5,16;35,94;17,7;26,54;0,07;0,48;0;0;0;0;0,16;4,43;58,18;2,42;26,67;0,16;0;0,08;0,64;6,2;61,04;0;0;0;0;0;0
M. Frýdek;Luzern;Luzern;LB;31;400000;2024-06-30;23;2149;0;1,22;6;4,32;17,84;58,69;Czech Republic;Czech Republic;izquierdo;180;74;no;9,59;8,25;62,94;3,39;50,62;0,17;0,24;0,25;4,23;6,08;1,26;9;0,38;0;0;2,81;0;0;0;0,05;0;0;23;0,96;13,04;0;0,25;4,48;35,51;4,4;35,24;0,08;50;0,67;1,68;65;3,69;63,64;1,51;2,6;0,75;2,55;1,17;45,36;71,19;21,15;65,94;3,94;90,43;12,69;70,3;35,6;79,88;5,65;42,22;19,4;35,87;0,18;1,8;0;0;0,29;0;0,96;8,08;60,62;4,82;45,22;0,88;19,05;1,17;1,51;12,35;78,98;0,92;0,25;0;1,38;0;0
Paulo Henrique;Santa Clara;Santa Clara;LWB, LCB, LB;27;400000;2024-06-30;23;1865;3;1,34;1;0,79;14,67;57,24;Portugal;Portugal;izquierdo;182;76;no;6,9;4,44;66,3;4,68;54,64;0,14;0,22;0,1;3,81;5,72;0,92;4;0,19;0;0;2,46;0,14;3;0,14;0,06;3;0,14;14;0,68;42,86;21,429;0,05;2,94;31,15;2,94;31,15;0;0;0,19;1,79;64,86;4,1;55,29;0,87;1,11;0,19;1,21;1,59;36,63;76,15;15,92;68,79;5,07;94,29;10,91;78,76;29,73;85,55;4,15;39,53;19,06;30,69;0,04;0,29;0;0;0,29;33,33;0,19;5,07;65,71;2,94;34,43;0,53;36,36;0,29;0,82;9,12;68,78;0,1;0,05;0;0;0;0
M. Orihuela;Atlético Tucumán;Atlético Tucumán;LB;31;400000;2024-12-31;44;4190;1;3,92;1;3,55;16,39;52,95;Argentina;Argentina;izquierdo;177;72;no;10,27;6,98;64,31;2,3;47,66;0,39;0,54;0,24;5,39;7,48;0,69;5;0,11;0;0;2,41;0,02;1;0,02;0,08;1;0,02;34;0,73;26,47;2,941;0,02;2,15;40;2,11;38,78;0,02;100;0,15;2,38;55,86;4,79;46,19;1,27;1,27;0,52;2,11;0,6;29,6;75,98;12,33;67,25;4;93,01;8,68;79,21;23,07;84,64;4,42;48,54;19,97;37,5;0,08;0,77;0,02;0,04;0,04;50;0,37;3,57;57,83;2,02;38,3;0,3;50;0,3;0,82;7,17;67,96;0,02;0;0;0;0;0
T. Galdames;Godoy Cruz;Godoy Cruz;LB;25;400000;2024-12-31;36;2781;2;0,66;3;1,81;14,63;58,85;Chile;Chile;izquierdo;180;77;no;9,48;7,06;69,27;2,46;44,74;0,55;0,82;0,29;4,05;6,02;1,1;6;0,19;2;0,06;1,55;0,06;2;0,06;0,02;0;0;17;0,55;29,41;11,765;0,1;2,04;33,33;2,04;33,33;0;0;0,36;1,04;62,5;2,14;59,09;0,55;1;0,19;1,39;0,94;27,9;72,74;13,62;63,66;3,27;91,09;7,99;81,78;21,39;80,94;4,6;50,7;22,11;42,84;0,06;0,65;0,06;0,03;0,06;100;0,1;5,83;62,22;2,2;36,76;0,65;35;0,39;0,68;7,7;76,47;0,61;0,03;100;0,94;0;0
G. Benítez;Huracán;Huracán;LB;30;400000;2024-12-31;49;4173;1;1,6;3;2,61;19,54;53,53;Argentina;Argentina, Paraguay;izquierdo;170;69;no;9,71;8,09;64,27;3,56;47,27;0,35;0,51;0,19;4,16;6,13;1,36;11;0,24;0;0;2,11;0,02;1;0,02;0,03;0;0;31;0,67;12,9;3,226;0,06;2,67;29,03;2,65;28,46;0;0;0,24;2,2;55,88;4,72;46,12;0,99;1,38;0,5;1,7;1,06;27,93;71,51;12,1;67,02;4,51;95,22;6,64;68,83;22,04;79,65;3,28;51,32;19,59;29,47;0,06;0,65;0;0,02;0,11;20;0,32;3,47;63,98;2,7;42,4;0,3;21,43;0,54;0,78;6,73;66,35;0,17;0;0;0,13;0;0
A. Skovgaard;Cracovia Kraków;Cracovia Kraków;LCB, LB;26;400000;2024-12-31;21;1782;0;0,23;1;2,14;11,06;57,08;Denmark;Denmark;izquierdo;184;75;no;7,68;5,1;68,32;2,98;49,15;0,45;0,57;0,2;3,74;4,71;0,76;5;0,25;0;0;1,36;0;0;0;0,01;0;0;4;0,2;25;0;0,05;2,58;43,14;2,37;38,3;0,2;100;0,3;0,4;50;1,36;59,26;0,1;0,45;0,05;0,76;0,61;42,37;79,98;17,17;70,59;6,67;93,94;13,38;86,04;33,89;87,63;6,16;53,28;20,18;32,5;0,11;0,91;0;0;0,05;0;0,25;8,08;69,38;3,18;46,03;0,25;40;0,45;1,11;9,8;75,77;0,3;0,05;100;1,06;0;0
J. Obiang;Pau;Pau;LB, LWB;30;400000;2024-06-30;20;1650;0;0,38;1;1,05;15,22;41,22;France;France, Gabon;izquierdo;170;64;no;7,31;7,2;45,45;2,73;38;0,33;0,4;0,16;3,71;4,48;1,8;5;0,27;0;0;1,91;0;0;0;0,02;0;0;10;0,55;10;0;0,05;3,87;26,76;3,71;25;0,16;66,67;0,27;1,42;57,69;3,27;41,67;0,76;2,02;0,33;2,24;0,6;37,04;73,49;14,13;66,8;5,29;95,88;11,56;75;28,47;83,91;5,07;48,39;20,83;34,32;0,06;0,6;0;0,05;0,05;0;0,22;5,18;60;3,11;35,09;0,44;12,5;0,27;1,09;7,31;67,16;0;0;0;0,27;0;0
Sandro Cruz;Chaves;Chaves;LCB, LB;22;400000;2024-06-30;19;1551;1;0,22;0;1,24;17,7;57,7;Portugal;Portugal, Angola;izquierdo;182;78;no;10,85;6,85;69,49;3,31;45,61;0,41;0,54;0,17;5,69;7,56;0,75;2;0,12;0;0;2,21;0,06;1;0,06;0,01;0;0;5;0,29;20;20;0;1,8;38,71;1,68;41,38;0,12;0;0,17;2,15;67,57;5,11;50;0,75;1,33;0,52;0,99;1,45;30,23;76,58;13,64;73,19;2,21;92,11;9,52;80,49;23,97;84,75;4,64;48,75;19,77;31,39;0,07;0,7;0;0;0,17;0;0,41;4,58;51,9;2,32;40;0,81;14,29;0,52;0,64;5,98;63,11;0,23;0;0;0,17;0;0
G. THorarinsson;OFI;OFI;LB, LWB, LCB;31;400000;2024-06-30;24;1992;2;0,79;1;1,95;12,11;52,99;Iceland;Iceland;izquierdo;183;75;no;7,36;6,1;65,93;1,81;40;0;0;0,32;3,34;4,67;0,72;2;0,09;0;0;1,49;0,09;2;0,09;0,04;0;0;9;0,41;44,44;22,222;0,05;2,12;44,68;2,12;44,68;0;0;0,32;1,04;30,43;2,48;34,55;0,81;1,31;0,32;2,03;0,36;41,43;82,66;15,32;72,86;8;95,48;12,74;85,82;34,65;89,18;4,83;51,4;19,63;37,29;0,09;0,99;0,05;0,05;0,05;100;0,23;5,56;71,54;2,39;58,49;0,27;33,33;0,54;0,81;8,49;76,06;0,59;0,14;33,33;0,68;0;0
Pedro Amador;Moreirense;Moreirense;LB;25;375000;2024-06-30;20;1302;0;0,16;1;1,12;14,86;52,09;Portugal;Portugal;izquierdo;181;73;no;9,06;6,36;60,87;3,87;46,43;0,28;0,34;0,07;4,91;6,05;0,48;0;0;0;0;1,87;0;0;0;0,01;0;0;6;0,41;0;0;0,07;2,7;46,15;2,35;44,12;0,35;60;0,35;1,18;47,06;2,63;44,74;0,35;1,59;0,76;2,76;0,83;37,74;79,49;15,28;72,85;4,84;94,29;12,58;83,52;32,21;84,33;3,25;59,57;17,47;28,48;0,08;0,97;0,14;0,14;0,14;50;0,21;4,98;73,61;2,9;42,86;0,28;25;0,48;0,97;8,5;73,98;1,04;0,07;0;1,31;0;0
José Gomes;Nacional;Nacional;LB;27;375000;2024-06-30;10;635;2;0,69;0;1,48;16,3;54,78;Portugal;Portugal;izquierdo;185;78;no;9,07;5,95;57,14;2,55;66,67;0,14;0,21;0,85;5,53;8,18;0,85;0;0;0;0;3,26;0,28;2;0,28;0,1;2;0,28;5;0,71;80;40;0;3,26;43,48;3,26;43,48;0;0;0,28;2,83;45;6,09;51,16;2,41;1,84;1,28;1,42;0,99;28,06;75,25;10,77;73,68;5,81;92,68;6,94;69,39;22,39;79,75;2,55;72,22;20,54;23,53;0,21;1,7;0;0;0;0;0,71;2,69;63,16;2,41;64,71;0;0;0,28;1,42;5,81;68,29;0,57;0;0;1,84;0;0
Igor Milioransa;Academico Viseu;Academico Viseu;LB;27;375000;2025-06-30;19;1651;0;0,26;0;0,98;19,57;54,04;Brazil;Brazil;izquierdo;185;78;no;10,52;7,58;61,15;2,24;51,22;0,11;0,14;0,22;5,78;7,57;1,2;4;0,22;1;0,05;2,45;0;0;0;0,01;0;0;3;0,16;33,33;0;0;1,31;33,33;1,25;34,78;0,05;0;0,16;3,27;56,67;6,87;46,83;0,27;1,64;0,87;1,14;1,09;35,27;73,11;14,55;60,3;4,03;93,24;12,43;81,58;28,29;81,12;5,78;43,4;22,2;43,22;0,05;0,49;0,05;0,05;0,27;40;0,16;6,92;59,06;1,91;31,43;0,44;12,5;0,44;0,33;9,38;66,86;0;0;0;0;0;0
T. Schumacher;Austria Klagenfurt;Austria Klagenfurt;LWB, LB;26;350000;2024-06-30;20;1928;0;0,36;1;1,43;16,08;50,8;Germany;Germany;izquierdo;175;65;no;8,94;6,52;69,29;1,9;37,84;0,36;0,49;0,21;4,06;5,5;1,03;2;0,09;0;0;1,95;0;0;0;0,02;0;0;5;0,26;20;0;0,05;2,26;25;2,26;25;0;0;0,21;2,36;56,52;5,5;44,86;0,62;1,08;0,21;1,75;1,08;24,61;71,82;9,09;57,63;6,01;96,58;4,93;67,71;20,14;80,87;2,26;36,36;18,02;26,91;0,07;0,67;0;0,05;0,05;0;0,31;3,75;69,86;1,75;44,12;0,31;33,33;0,31;0,57;5,09;68,69;0;0;0;0;0;0
M. Pfeifer;Hartberg;Hartberg;LB;24;350000;2025-06-30;19;1863;0;0,36;3;1,76;16,09;53,94;Austria;Austria;izquierdo;178;69;no;10,3;7,26;60,14;1,78;54,29;0,66;0,97;0,25;5,28;7,78;0,51;2;0,1;0;0;2,44;0;0;0;0,02;0;0;7;0,36;14,29;0;0,15;2,74;27,78;2,64;28,85;0,05;0;0,46;1,98;74,36;4,77;50;1,27;1,47;0,56;3,1;1,52;45,28;80,83;13,91;66,79;8,12;95,63;15,33;84,44;39,64;87,58;2,94;39,66;17,93;29,6;0,09;0,61;0,05;0,05;0,2;75;0,3;4,16;59,76;2,54;48;0,61;58,33;0,81;0,76;7,11;65,71;0;0;0;0;0;0
S. Dahl;Djurgården;Djurgården;LB, LWB;20;350000;2024-12-31;33;3087;0;1,34;6;6,32;17;53,86;Sweden;Sweden;izquierdo;167;58;no;10,44;8,25;66,43;1,69;37,93;0,26;0,32;0,09;4,69;5,76;0,64;4;0,12;0;0;2,62;0;0;0;0,04;0;0;18;0,52;22,22;0;0,17;3,27;41,07;3,21;40;0,06;100;0,41;2,24;50,65;4,84;45,18;1,81;2,74;1,05;3,12;0,79;48,22;83,31;16,24;76,84;8,89;94,43;14,17;85,8;42,1;88,99;3,03;49,04;17,75;34,26;0,18;1,34;0,09;0,03;0,09;33,33;0,64;4,93;71,01;3,5;66,67;0,32;36,36;1,14;1,17;9,59;78,12;0,12;0;0;0,26;0;0
A. Björnström;AIK;AIK;LB, LCMF, LWB;28;350000;2024-12-31;16;712;0;0,41;0;1,28;16,69;43,94;Sweden;Sweden;izquierdo;175;68;no;7,33;5,94;57,45;2,53;35;0,38;0,53;0,38;3,54;4,97;1,52;4;0,51;1;0,13;2,28;0;0;0;0,05;0;0;8;1,01;12,5;0;0;3,41;25,93;2,78;22,73;0,51;50;0,13;3,16;40;5,56;36,36;3,41;1,39;0,76;1,39;0,88;32,61;79,84;7,71;70,49;7,21;92,98;9,61;77,63;27,3;89,35;1,9;40;14,65;10,23;0,16;0,88;0;0;0;0;0,51;2,78;59,09;2,4;42,11;0,51;0;1,14;1,14;4,8;71,05;0,51;0,13;0;1,14;0;0
R. Juriši?;Osijek;Osijek;LB;22;350000;2024-06-30;18;1698;1;0,71;0;1,46;17,07;49,69;Croatia;Croatia;izquierdo;173;65;no;9,75;5,94;61,61;2,6;40,82;0,42;0,51;0,27;5,67;6,83;0,8;2;0,11;1;0,05;2,6;0,05;1;0,05;0,04;0;0;14;0,74;28,57;7,143;0;2,28;30,23;1,91;30,56;0,32;16,67;0,21;3,07;55,17;6,41;47,93;1,48;3,07;1,8;1,33;1,27;40,65;80,7;15,16;73,78;5,88;95,5;11,29;83,1;34,61;87,75;3,82;45,83;18,2;30,69;0,08;1,11;0,05;0;0;0;0,37;4,08;68,83;1,91;41,67;0,11;0;0,37;0,58;7,05;64,66;0,85;0,11;50;2,28;0;0
T. Douglas;Istra 1961;Istra 1961;LB, LW;22;350000;2024-06-30;12;509;0;0,14;0;0,15;21,39;43,8;Netherlands;Netherlands, Suriname;izquierdo;186;77;no;11,32;8,84;52;2,65;53,33;0,71;0,9;0,18;6,01;7,67;1,94;2;0,35;0;0;2,83;0;0;0;0,02;0;0;3;0,53;33,33;0;0;1,59;33,33;1,59;33,33;0;0;0;2,83;75;7,07;35;0,88;0,71;0,35;1,06;0,88;29,53;79,04;8,84;78;7,96;88,89;7,96;75,56;25,82;84,25;2,12;50;17,88;12,71;0,03;0,35;0;0;0,18;0;0,18;2,3;76,92;1,77;50;0,71;25;0,35;0,53;4,95;60,71;0;0;0;0;0;0
Tiago Araújo;Estoril;Estoril;LB, LWB;22;350000;2025-06-30;28;2443;3;2,77;2;2,2;14,92;50,62;Portugal;Portugal;izquierdo;184;79;no;8,03;6,37;54,34;2,06;55,36;0,11;0,15;0;4,46;6,03;0,81;6;0,22;0;0;3,43;0,11;3;0,11;0,1;0;0;30;1,11;36,67;10;0,07;3,91;33,02;3,87;32,38;0,04;100;0,44;3,09;54,76;5,01;47,79;1,44;1,77;0,88;2,84;0,55;34,74;72,85;12,01;61,04;5,89;91,88;11,86;76,4;25,75;84,41;5,3;45,14;22,8;41,24;0,08;0,66;0,11;0;0,15;25;0,37;4,68;59,84;3,5;40;0,74;35;0,44;1,25;8,84;70,42;0,15;0,07;0;0,18;0;0
M. Baltaxa;Maccabi Tel Aviv;Maccabi Tel Aviv;LCB, LB;28;350000;2025-06-30;13;678;0;0,05;0;0,56;15;52,21;Israel;Israel, Poland;izquierdo;185;77;no;9,29;5,97;55,56;4,91;56,76;0,93;1,65;0,27;5,04;8,98;1,33;4;0,53;0;0;0,4;0;0;0;0,01;0;0;3;0,4;0;0;0;0,93;28,57;0,93;28,57;0;0;0;0,4;33,33;1,46;45,45;0,4;0,4;0,13;0,53;0,66;44,73;87,24;20,97;81,65;3,32;92;15,93;94,17;40,35;89,47;3,45;76,92;19,06;24,1;0,07;0,13;0;0;0,13;0;0,13;8,1;77,05;0,8;16,67;0,27;0;0,13;0,13;9,42;81,69;0;0;0;0;0;0
A. Brown;Gent;Gent;LWB, LB, LCB;21;350000;2025-06-30;27;2262;0;1,07;1;2,26;26,18;51,67;England;England;izquierdo;190;86;no;8,24;7,08;61,8;4,06;50;0,2;0,28;0,32;3,66;5,12;1,47;3;0,12;1;0,04;6,37;0;0;0;0,04;0;0;14;0,56;28,57;0;0,04;4,46;32,14;4,46;32,14;0;0;0,4;7,92;58,79;12,25;49,68;1,79;4,22;1,71;2,51;1,51;37,56;75,85;11,86;68,12;7,12;92,74;11,18;74,73;30,84;83,61;2,55;53,13;18,96;35,51;0,09;0,84;0;0,04;0,24;50;0,44;3,46;67,82;3,78;44,21;0,36;0;0,8;1,35;6,8;71,93;0;0;0;0,2;0;0
A. Alfaro;Deportivo Maldonado;Deportivo Maldonado;LB, LW;24;350000;2024-12-31;31;2301;1;0,98;3;1,53;22,43;49,18;Uruguay;Uruguay, Italy;izquierdo;180;72;no;10,83;10,38;56,08;3,05;50,67;0,49;0,67;0,12;4,52;6,18;1,59;7;0,27;0;0;2,48;0,04;1;0,04;0,04;0;0;24;0,98;20,83;4,167;0,12;2,73;32,84;2,61;29,69;0,08;100;0,37;2,61;51,56;5,25;37,98;0,45;1,34;0,45;1,18;0,53;32,32;69,52;16,81;63,2;2,85;88,57;7,94;69,74;23,2;79,47;6,64;49,08;20,43;31,75;0,06;0,49;0;0,08;0,33;12,5;0,24;6,51;56,88;3,18;44,87;0,94;34,78;0,69;0,85;9,08;73,99;0,61;0,04;0;0,61;0;0
Jorginho;Ilves;Ilves;LB;25;350000;2024-06-30;23;1560;2;1,38;6;2,98;15,58;51,85;Portugal;Portugal;izquierdo;173;65;no;11,13;7,1;60,16;1,73;20;0,98;1,31;0;5,88;7,89;1,21;7;0,4;0;0;3,63;0,12;2;0,12;0,08;0;0;25;1,44;32;8;0,35;3,98;31,88;3,63;28,57;0,29;60;0,29;3,06;62,26;4,9;55,29;0,75;1,5;1,04;2,42;1,1;38,48;75,41;12,92;65,18;6,46;96,43;12,23;76,89;29,77;86,82;4,96;41,86;20,48;33,45;0,17;1,38;0;0,12;0;0;0,58;4,96;62,79;3,81;45,45;0,29;40;0,52;1,27;9,46;74,39;1,04;0,12;0;2,25;0;0
A. Martha;Ajax II;Ajax II;LB;20;350000;2024-06-30;22;1761;0;0,23;1;1,13;19,93;51,28;Netherlands;Netherlands, Curaçao;izquierdo;175;66;no;11,45;8,28;62,96;1,74;50;0,46;0,66;0,26;5,78;8,25;0,87;1;0,05;0;0;3,12;0;0;0;0,01;0;0;6;0,31;16,67;0;0,05;2,15;38,1;1,99;38,46;0,15;33,33;0,41;3,53;59,42;7,41;42,07;1,33;3,12;0,61;1,48;0,56;50,55;84,63;16,25;71,7;9,51;97,85;15,64;85,95;44,21;91,1;4,34;41,18;18,22;39,53;0,06;0,66;0,1;0;0,26;60;0,46;5,62;69,09;3,53;47,83;1,12;22,73;1,12;0,66;8,99;76,14;0;0;0;0;0;0
N. Vukajlovi?;Napredak Kruševac;Napredak Kruševac;LB, LWB;27;300000;2024-06-30;17;1603;0;0,59;1;1,35;16,45;45,05;Serbia;Serbia;izquierdo;180;73;no;7,58;6,74;50;3,03;53,7;0,28;0,34;0,06;3,93;4,82;1,85;7;0,39;0;0;1,97;0;0;0;0,03;0;0;8;0,45;62,5;0;0,06;3,09;34,55;3,09;34,55;0;0;0,11;1,57;39,29;4,66;36,14;0,45;1,01;0,45;1,46;0,84;25,55;66,37;13,25;59,32;2,81;92;5,5;70,41;17,07;78,95;5,5;44,9;21,65;31,75;0,08;0,79;0,17;0,06;0,06;0;0,28;4,04;59,72;2,92;40,38;0,56;0;0,28;1,01;7,3;64,62;0,11;0;0;0;0;0
M. Olsson;Malmö FF;Malmö FF;LB, LCB, RB;35;300000;2024-12-31;24;1376;1;0,4;0;1,43;14,06;56,28;Sweden;Sweden;izquierdo;180;78;no;6,41;4,71;72,22;3,07;61,7;0,2;0,3;0,33;2,81;4,33;0,78;2;0,13;0;0;1,83;0,07;1;0,07;0,03;0;0;10;0,65;40;10;0;2,16;39,39;1,77;37,04;0,39;50;0,13;1,31;50;4,12;42,86;0,78;2,22;0,46;0,39;1,37;55,14;89,92;20,15;83,77;6,61;98,02;19,23;93,2;50,49;94,04;2,55;48,72;16,41;24,68;0,09;0,78;0,07;0;0,13;50;0,07;4,25;76,92;2,22;47,06;0,2;33,33;0,33;0,78;5,82;71,91;0,46;0,07;0;2,94;0;0
P. G?owacki;?ódzki KS;?ódzki KS;LB, LWB, LW;32;300000;2025-06-30;19;1649;0;0,27;1;2,02;17,63;44,58;Poland;Poland;izquierdo;182;79;no;7,8;7,48;52,55;1,91;37,14;0;0;0,16;3,88;5,27;1,47;0;0;0;0;3,06;0;0;0;0,01;0;0;7;0,38;14,29;0;0,05;3,17;36,21;3,06;35,71;0,11;50;0,38;3,06;55,36;6,22;42,11;0,71;2,07;0,65;1,15;0,93;32,58;79,23;10,86;74,87;7,37;93,33;9,39;80,81;26,47;87,22;3,22;52,54;18,13;32,7;0,11;0,87;0,05;0;0,16;100;0,38;3;76,36;2,84;51,92;0,38;57,14;0,44;1,09;6,49;64,71;0,55;0;0;1,2;0;0
